"Array","Modules","Tilt","Azimuth","Inverters","Panels/Inverter","Strings/Inverter","Panels/String","Panel Power","Array Power/Inverter","Overload Ratio","Total_Power"
"4.0999999999999996",444,7,162,4,111,6,18.5,425,47175,1.179375,283050
